Distance_from_0,Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Sample 6,Sample 7,Sample 8,Sample 9,Sample 10,Sample 11,Sample 12,Sample 13,Sample 14,Sample 15,Sample 16,Sample 17,Sample 18,Sample 19,Sample 20,Sample 21,Sample 22,Sample 23,Sample 24,Sample 25,Sample 26,Sample 27,Sample 28,Sample 29,Sample 30,Sample 31,Sample 32,Sample 33,Sample 34,Sample 35,Sample 36,Sample 37,Sample 38,Sample 39,Sample 40,Sample 41,Sample 42,Sample 43,Sample 44,Sample 45,Sample 46,Sample 47,Sample 48,Sample 49,Sample 50,Sample 51,Sample 52,Sample 53,Sample 54,Sample 55,Sample 56,Sample 57,Sample 58,Sample 59,Sample 60,Sample 61,Sample 62,Sample 63,Sample 64,Sample 65,Sample 66,Sample 67,Sample 68,Sample 69,Sample 70,Sample 71,Sample 72,Sample 73,Sample 74,Sample 75,Sample 76,Sample 77,Sample 78,Sample 79,Sample 80,Sample 81,Sample 82,Sample 83,Sample 84,Sample 85,Sample 86,Sample 87,Sample 88,Sample 89,Sample 90,Sample 91,Sample 92,Sample 93,Sample 94,Sample 95,Sample 96,Sample 97,Sample 98,Sample 99,Sample 100,Sample 101,Sample 102,Sample 103,Sample 104,Sample 105,Sample 106,MEAN,STD
1,6,0,4,0,0,0,2,0,0,1,0,2,0,4,2,2,2,0,0,2,0,3,4,3,4,0,3,4,6,4,1,5,3,4,4,2,2,2,3,5,3,4,5,4,4,1,3,2,5,4,2,4,1,2,8,9,5,1,2,5,1,0,2,2,2,4,1,3,2,1,0,0,1,6,1,3,6,1,3,0,0,1,4,6,7,0,6,2,2,4,4,4,1,2,2,0,0,0,9,2,7,5,2,3,3,2,2.641509434,2.138930214
1.01,4,0,2,0,0,0,2,0,0,1,0,2,0,4,2,2,2,0,0,2,0,3,4,3,4,0,3,3,6,4,1,4,2,4,3,2,2,2,3,5,3,4,4,3,4,1,3,2,5,4,2,3,1,4,7,9,3,1,2,5,1,0,2,2,2,3,1,2,2,1,0,0,1,5,1,3,4,1,3,0,0,1,4,4,7,0,5,3,2,4,4,3,1,2,2,0,0,0,11,2,11,5,2,3,3,2,2.509433962,2.152497035
1.02,6,0,3,0,0,0,1,0,0,0,0,2,0,4,2,2,2,0,0,2,0,3,3,3,3,0,3,4,8,4,0,5,4,4,6,3,1,2,3,3,4,2,4,5,4,1,2,2,5,3,2,3,1,2,4,10,2,0,2,4,1,0,2,2,1,3,1,3,2,4,0,0,1,4,1,4,3,1,4,0,0,1,5,4,5,0,7,3,2,4,4,4,1,2,1,0,0,0,11,2,6,5,1,2,2,2,2.443396226,2.147335841
1.03,10,0,2,0,0,0,0,0,0,0,0,2,0,4,3,2,1,0,0,2,0,3,2,3,3,0,3,4,5,4,0,5,3,4,5,2,2,2,3,4,3,4,4,6,4,1,1,2,4,3,2,3,1,2,5,12,2,0,2,4,1,0,2,2,1,3,1,3,2,4,0,0,1,4,1,2,5,1,3,0,0,1,4,4,5,0,6,2,2,4,4,4,1,2,1,0,0,0,11,2,5,4,1,2,2,2,2.386792453,2.232106648
1.04,9,0,3,0,0,0,0,0,0,0,0,2,0,6,2,2,1,0,0,2,0,3,2,3,3,0,3,3,4,4,0,5,2,4,4,3,2,2,3,6,2,3,5,5,4,1,2,2,3,3,2,3,1,2,3,12,3,0,2,4,1,0,2,2,1,3,1,2,2,2,0,0,0,5,1,4,2,0,4,0,0,1,5,4,8,0,5,3,2,4,4,4,1,3,1,0,0,0,11,2,8,6,1,2,2,2,2.41509434,2.329389556
1.05,8,0,2,0,0,0,0,0,0,0,0,2,0,4,1,1,1,0,0,2,0,3,2,3,3,0,3,4,4,4,0,4,3,5,4,3,2,2,3,4,2,2,4,6,4,1,2,2,6,2,2,3,1,2,5,10,2,0,2,5,1,0,2,2,1,3,1,2,2,2,0,0,0,4,1,3,3,0,4,0,0,1,4,4,6,0,6,1,2,4,4,4,1,3,0,0,0,0,9,2,6,6,1,1,1,2,2.254716981,2.111471258
1.06,6,0,2,0,0,0,0,0,0,0,0,2,0,7,1,1,1,0,0,2,0,3,2,2,3,0,4,4,3,3,0,3,2,4,5,2,1,2,2,3,2,2,6,5,3,1,1,2,4,4,2,5,1,2,5,9,2,0,2,4,1,0,2,2,1,3,1,2,2,1,0,0,0,4,1,2,1,0,4,0,0,1,6,4,7,0,6,1,2,4,3,3,0,2,0,0,0,0,8,2,5,5,1,1,1,1,2.094339623,2.040206814
1.07,6,0,3,0,0,0,0,0,0,0,0,2,0,5,1,1,1,0,0,1,0,3,2,2,3,0,4,3,5,2,0,3,2,4,3,2,1,2,2,4,2,2,6,5,3,1,2,2,3,4,2,6,1,2,3,8,2,0,2,4,1,0,1,1,1,3,1,2,2,1,0,0,0,3,1,2,2,0,4,0,0,1,6,4,6,0,5,1,2,4,3,2,0,2,0,0,0,0,9,2,5,3,1,1,1,1,1.990566038,1.929694192
1.08,6,0,3,0,0,0,0,0,0,0,0,1,0,5,1,0,1,0,0,1,0,3,2,2,3,0,2,3,4,2,0,3,4,7,4,4,1,3,2,3,1,2,4,5,2,1,1,2,4,2,2,4,1,2,2,9,3,0,2,4,1,0,1,1,1,2,1,1,2,1,0,0,0,5,0,2,1,0,3,0,0,1,3,4,5,0,5,1,2,3,2,2,0,2,0,0,0,0,7,2,4,3,1,1,1,1,1.839622642,1.842031965
1.09,6,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,2,2,1,3,0,2,3,5,2,0,2,5,5,3,2,1,3,2,4,1,2,5,5,2,2,1,2,3,4,2,2,0,2,2,17,4,0,2,2,1,0,1,1,1,2,1,1,2,1,0,0,0,3,0,2,1,0,3,0,0,0,3,3,5,0,5,2,2,2,2,2,0,2,0,0,0,0,4,2,4,3,1,1,1,1,1.754716981,2.176984899
1.1,6,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,2,2,1,3,0,2,4,3,2,0,3,4,5,4,2,1,3,2,4,1,2,5,5,2,1,2,2,4,4,2,2,0,2,2,19,2,0,2,3,1,0,1,1,1,2,1,0,2,1,0,0,0,4,0,2,1,0,3,0,0,0,3,3,5,0,5,2,2,2,2,2,0,3,0,0,0,0,6,2,4,3,1,1,1,1,1.839622642,2.402922001
1.11,6,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,2,2,1,3,0,1,4,1,2,0,3,4,6,7,1,1,3,2,5,1,2,5,4,2,2,1,2,2,3,2,2,0,2,2,18,2,0,2,2,1,0,0,0,2,2,1,0,2,2,0,0,0,3,0,3,1,0,3,0,0,0,3,3,4,0,6,1,2,1,1,2,0,3,0,0,0,0,4,1,5,4,1,1,1,1,1.726415094,2.336187447
1.12,6,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,2,2,1,3,0,1,4,5,2,0,2,2,5,5,1,1,2,2,6,1,2,5,4,2,2,1,2,2,3,2,2,0,2,2,17,3,0,3,2,1,0,0,0,2,2,1,0,2,2,0,0,0,2,0,3,1,0,3,0,0,0,2,3,5,0,5,1,2,1,1,1,0,3,0,0,0,0,3,1,3,2,0,1,1,0,1.622641509,2.205848634
1.13,5,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,1,1,1,3,0,2,4,3,2,0,4,3,5,4,1,2,2,2,5,1,3,4,4,2,2,3,2,3,3,2,2,0,0,2,16,2,0,2,2,1,0,0,0,2,1,1,0,1,2,0,0,0,3,0,2,1,0,3,0,0,0,2,3,3,0,4,1,2,0,1,1,0,2,0,0,0,0,3,1,4,2,0,1,1,0,1.528301887,2.038708962
1.14,6,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,1,1,1,3,0,2,4,2,0,0,4,2,5,4,1,2,2,2,3,1,4,4,4,2,2,3,2,2,3,2,2,0,0,3,14,2,0,2,2,2,0,0,0,2,1,1,0,1,2,0,0,0,2,0,2,1,0,3,0,0,0,2,2,3,0,4,1,3,0,0,1,0,3,0,0,0,0,4,1,4,2,0,1,1,0,1.490566038,1.943219141
1.15,6,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,1,1,1,4,0,2,3,4,0,0,3,2,5,5,1,2,2,1,3,1,3,3,4,1,2,2,2,3,2,2,2,0,0,2,11,2,0,4,2,2,0,0,0,2,1,1,0,1,2,0,0,0,1,0,2,1,0,2,0,0,0,2,2,3,0,4,1,2,0,0,1,0,2,0,0,0,0,4,1,3,2,0,1,1,0,1.386792453,1.726933725
1.16,6,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,1,1,1,4,0,2,3,2,0,0,5,2,4,5,1,2,2,1,1,1,3,3,4,0,2,2,2,2,2,2,2,0,0,2,13,2,0,4,2,2,0,0,0,2,1,1,0,0,1,0,0,0,1,0,2,1,0,2,0,0,0,2,2,3,0,4,0,1,0,0,1,0,1,0,0,0,0,4,0,3,2,0,0,0,0,1.29245283,1.866838331
1.17,4,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,1,1,1,3,0,2,3,4,0,0,3,2,4,5,1,2,2,1,1,1,3,3,2,0,2,2,1,2,1,2,1,0,0,2,14,2,0,3,2,2,0,0,0,2,1,1,0,0,1,0,0,0,1,0,2,1,0,2,0,0,0,2,3,3,0,4,0,1,0,0,0,0,1,0,0,0,0,5,0,3,2,0,0,0,0,1.226415094,1.863345782
1.18,2,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,1,1,1,3,0,2,3,4,0,0,3,2,3,4,0,2,2,1,2,1,4,3,3,0,2,2,0,3,0,1,1,0,0,2,13,2,0,3,2,2,0,0,0,2,1,1,0,0,2,0,0,0,1,0,2,1,0,2,0,0,0,1,2,2,0,3,0,1,0,0,0,0,1,0,0,0,0,5,0,3,2,0,0,0,0,1.150943396,1.760911305
1.19,3,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,1,1,1,3,0,2,4,4,0,0,5,2,3,3,0,1,1,1,2,1,4,3,5,0,2,3,0,2,0,1,1,0,0,2,13,2,0,3,2,2,0,0,0,2,1,1,0,0,2,0,0,0,2,0,2,1,0,2,0,0,0,1,2,2,0,3,0,1,0,0,0,0,1,0,0,0,0,5,0,4,2,0,0,0,0,1.179245283,1.79839701
1.2,2,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,1,0,1,4,0,2,3,4,0,0,4,2,3,3,0,1,2,0,2,1,4,3,6,0,1,2,0,2,0,1,1,0,0,2,13,2,0,3,2,2,0,0,0,1,0,2,0,0,2,0,0,0,1,0,1,1,0,2,0,0,0,1,2,1,0,2,0,1,0,0,0,0,1,0,0,0,0,5,0,3,2,0,0,0,0,1.08490566,1.773443916
1.21,3,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,1,0,1,5,0,2,3,3,0,0,4,2,2,3,0,1,2,0,1,1,4,3,6,0,1,2,0,2,0,1,1,0,0,2,15,2,0,4,3,2,0,0,0,1,0,2,0,0,2,0,0,0,1,0,1,1,0,2,0,0,0,1,2,2,0,2,0,1,0,0,0,0,1,0,0,0,0,4,0,3,2,0,0,0,0,1.113207547,1.913962505
1.22,3,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,1,3,0,2,3,6,0,0,4,2,2,3,0,1,4,0,3,1,4,2,4,0,1,2,0,2,0,1,2,0,0,2,11,2,0,2,2,2,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,1,0,2,0,0,0,1,2,2,0,2,0,1,0,0,0,0,1,0,0,0,0,2,0,3,2,0,0,0,0,1.047169811,1.664086052
1.23,5,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,1,3,0,2,3,4,0,0,4,2,2,4,0,1,4,0,3,1,5,1,5,0,1,2,0,2,0,1,2,0,0,2,10,2,0,2,3,2,0,0,0,0,0,2,0,0,2,0,0,0,1,0,1,0,0,2,0,0,0,1,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,0,0,0,0,1.094339623,1.83369677
1.24,5,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,3,0,2,2,6,0,0,3,2,2,6,0,1,1,0,3,1,4,1,7,0,1,2,0,2,0,1,1,0,0,3,11,1,0,1,3,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,2,0,0,0,1,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0.990566038,1.764708437
1.25,4,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,2,0,2,2,3,0,0,2,2,2,6,0,1,4,0,3,1,5,1,5,0,1,2,0,2,0,1,2,0,0,2,11,1,0,1,2,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,2,0,0,0,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0.924528302,1.619512644
1.26,3,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,2,0,2,2,2,0,0,3,2,2,6,0,1,2,0,3,1,4,1,6,0,1,2,0,2,0,1,1,0,0,2,15,1,0,1,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0.905660377,1.864599035
1.27,3,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,3,0,2,2,5,0,0,2,2,2,5,0,2,2,0,1,0,4,1,6,0,1,2,0,1,0,1,1,0,0,2,16,0,0,1,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0.896226415,1.990114834
1.28,2,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,2,0,1,2,4,0,0,2,2,2,7,0,2,2,0,2,0,4,1,5,0,1,2,0,0,0,1,2,0,0,2,13,0,0,1,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0.820754717,1.744636242
1.29,1,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,2,0,1,2,4,0,0,2,1,2,6,0,1,3,0,1,0,4,1,5,0,0,2,0,0,0,0,2,0,0,1,11,0,0,1,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0.745283019,1.650750598
1.3,1,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,2,0,1,3,4,0,0,2,1,2,5,0,1,3,0,1,0,4,1,5,0,0,2,0,0,0,0,2,0,0,1,12,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0.726415094,1.618541488
1.31,2,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,1,2,3,0,0,1,1,2,6,0,1,2,0,1,0,4,1,5,0,0,2,0,0,0,0,1,0,0,1,9,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.632075472,1.40289138
1.32,1,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,0,2,4,0,2,1,0,1,0,4,1,4,0,0,2,0,0,0,0,4,0,0,1,9,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0.660377358,1.492117654
1.33,2,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,1,2,4,0,0,1,0,1,3,0,2,1,0,1,0,4,2,4,0,0,1,0,0,0,0,3,0,0,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.566037736,1.242262666
1.34,2,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,1,2,3,0,0,1,0,1,3,0,2,1,0,2,0,4,1,4,0,0,1,0,0,0,0,3,0,0,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.566037736,1.309444578
1.35,2,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,1,2,3,0,0,1,0,1,3,0,2,1,0,2,0,4,1,5,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.556603774,1.352811455
1.36,1,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,1,3,3,0,0,1,0,1,2,0,2,1,0,3,0,4,1,4,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.575471698,1.453718472
1.37,1,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,1,3,3,0,0,1,0,0,2,0,2,1,0,1,0,4,1,3,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.528301887,1.395281485
1.38,1,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,1,4,2,0,0,1,0,0,3,0,2,0,0,1,0,4,1,1,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.443396226,1.171732041
1.39,1,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,1,4,3,0,0,1,0,0,3,0,2,0,0,1,0,4,1,2,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.518867925,1.519593505
1.4,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,1,3,3,0,0,1,0,0,3,0,1,0,0,0,0,4,2,1,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.433962264,1.265053117
1.41,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,0,0,4,0,1,0,0,0,0,4,2,1,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.433962264,1.352379687
1.42,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,1,4,3,0,0,1,0,0,3,0,1,0,0,0,0,3,2,1,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367924528,1.026556627
1.43,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,1,6,3,0,0,0,0,0,4,0,1,0,0,0,0,3,2,1,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349056604,1.014583685
1.44,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,6,3,0,0,0,0,0,3,0,1,0,0,0,0,3,2,1,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349056604,1.069423101
1.45,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,4,2,0,0,0,0,0,3,0,1,0,0,0,0,3,2,1,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349056604,1.257680805
1.46,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,4,2,0,0,0,0,0,3,0,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349056604,1.113060584
1.47,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,0,0,0,0,0,3,0,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29245283,0.935714457
1.48,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2,0,0,0,0,0,2,0,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301886792,1.088203511
1.49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,2,0,0,0,0,0,1,0,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311320755,1.244899748
1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2,0,0,0,0,0,1,0,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254716981,0.862568929
1.51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,2,0,0,0,0,0,1,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29245283,1.162648709
1.52,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,2,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20754717,0.739587802
1.53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198113208,0.722690889
1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188679245,0.817815995
1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188679245,0.806086461
1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150943396,0.687195166
1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122641509,0.596862115
